text_a	label
尿 液 呈 淡 黄 色 。	B-BodyPart I-BodyPart O O O O O
尿 量 约 1 5 0 0 - - 2 0 0 0 m l / 日 。	O O O O O O O O O O O O O O O O O O
无 尿 频 ， 尿 急 ， 尿 痛 ， 无 肉 眼 血 尿 。	O O O O O O O O O O O O O O O O
饮 食 及 二 便 正 常 。	O O O B-BodyPart I-BodyPart O O O
查 体 ： 体 温 3 7 . 0 ℃ ， 血 压 1 4 0 / 9 0 m m H g ， 脉 搏 6 8 次 / 分 ， 呼 吸 2 0 次 / 分 。	B-Examine I-Examine O B-Examine I-Examine O O O O O O B-Examine I-Examine O O O O O O O O O O O B-Examine I-Examine O O O O O O B-Examine I-Examine O O O O O O
结 膜 无 苍 白 ， 巩 膜 无 黄 染 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart O B-Symptom I-Symptom O
双 侧 瞳 孔 正 大 等 圆 ， 对 光 反 射 灵 敏 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O B-Examine I-Examine I-Examine I-Examine O O O
心 率 约 6 8 次 / 分 ， 律 齐 ， 无 杂 音 。	B-Examine I-Examine O O O O O O O B-Symptom I-Symptom O O B-Examine I-Examine O
双 肺 呼 吸 音 清 晰 ， 未 闻 及 干 湿 性 啰 音 。	B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O
腹 平 坦 ， 未 见 肠 型 及 蠕 动 波 。	B-BodyPart O O O O O O O O O O O O
肝 脾 未 触 及 ， 移 动 性 浊 音 阴 性 ， 肠 鸣 音 正 常 ， 约 4 - - 5 次 / 分 。	B-BodyPart B-BodyPart O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O O B-Examine I-Examine I-Examine O O O O O O O O O O O O
双 侧 肋 脊 角 对 称 无 隆 起 ， 右 肾 区 无 叩 击 痛 ， 未 触 及 肿 块 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O B-Examine I-Examine I-Examine O O O O B-Symptom I-Symptom O
左 肾 区 叩 击 痛 阳 性 , 未 触 及 肿 块 。	B-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O O B-Symptom I-Symptom O
沿 输 尿 管 走 形 无 压 痛 ， 耻 骨 上 膀 胱 区 无 肿 胀 ， 压 痛 。	O O O O O O O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-Examine I-Examine O
患 者 未 诉 切 口 疼 痛 ， 无 发 热 ， 无 声 音 嘶 哑 ， 无 饮 水 呛 咳 ， 无 心 慌 。	O O O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom O O O O O O O O O O O O O O B-Symptom I-Symptom O
饮 食 及 二 便 正 常 。	O O O B-BodyPart I-BodyPart O O O
查 体 ： T ： 3 7 . 0 C ， 双 侧 瞳 孔 正 大 等 圆 ， 对 光 反 射 灵 敏 。	B-Examine I-Examine O B-Examine O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O B-Examine I-Examine I-Examine I-Examine O O O
颈 软 ， 无 抵 抗 。	O O O O O O O
切 口 敷 料 干 燥 固 定 ， 切 口 无 红 肿 及 渗 出 。	O O O O B-Symptom I-Symptom O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O
切 口 已 拆 线 ， 甲 级 愈 合 。	O O O O O O O O O O O
双 肺 呼 吸 音 清 晰 ， 未 闻 及 干 湿 性 啰 音 。	B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O
心 率 7 9 次 / 分 ， 律 齐 ， 无 杂 音 。	B-Examine I-Examine O O O O O O B-Symptom I-Symptom O O O O O
腹 平 软 ， 未 见 肠 型 及 蠕 动 波 ， 无 压 痛 ， 反 跳 痛 及 肌 紧 张 。	B-BodyPart O O O O O O O O O O O O O B-Examine I-Examine O B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine O
移 动 性 浊 音 阴 性 ， 肠 鸣 音 正 常 。	B-Examine I-Examine I-Examine I-Examine I-Examine O O O B-Examine I-Examine I-Examine O O O
脊 柱 四 肢 活 动 自 如 ， 生 理 反 射 存 在 ， 病 理 反 射 未 引 出 。	B-BodyPart I-BodyPart B-BodyPart I-BodyPart O O O O O B-Examine I-Examine I-Examine I-Examine O O O B-Examine I-Examine I-Examine I-Examine O O O O
患 儿 入 院 第 6 天 ， 无 腹 痛 ， 无 呕 吐 ， 无 发 热 。	O O O O O O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom O O B-Symptom I-Symptom O
食 欲 、 睡 眠 尚 可 ， 二 便 正 常 。	O O O O O O O O B-BodyPart I-BodyPart O O O
查 体 ： T :	B-Examine I-Examine O B-Examine O
3 6 . 5 ℃ ， 神 志 清 楚 ， 精 神 尚 可 ， 面 色 红 润 ， 呼 吸 均 匀 。	O O O O O O O O O O O O O O O O O O O O O O O O O O
口 唇 无 发 绀 ， 口 腔 黏 膜 光 滑 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O
咽 部 无 浮 肿 ， 咽 峡 部 无 疱 疹 ， 双 扁 桃 体 无 肿 大 ， 咽 后 壁 光 滑 ， 无 脓 苔 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O O O O O O O
颈 软 ， 气 管 居 中 ， 双 肺 叩 诊 清 音 ； 双 肺 呼 吸 音 清 ， 未 闻 及 干 湿 性 啰 音 ， 无 胸 膜 摩 擦 音 。	O O O B-BodyPart I-BodyPart O O O B-BodyPart I-BodyPart O O B-Examine I-Examine O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O
心 界 不 大 ； 心 率 9 6 次 / 分 ， 律 齐 ， 各 瓣 膜 听 诊 区 未 闻 及 病 理 性 杂 音 。	O O O O O B-Examine I-Examine O O O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Examine I-Examine I-Examine I-Examine I-Examine O
腹 部 柔 软 ， 脐 周 无 明 显 压 痛 ， 肝 脾 未 触 及 肿 大 ， 腹 部 叩 诊 鼓 音 ， 肠 鸣 音 正 常 存 在 。	B-BodyPart I-BodyPart O O O B-BodyPart O O O O B-Examine I-Examine O B-BodyPart B-BodyPart O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart O O B-Examine I-Examine O B-Examine I-Examine I-Examine O O O O O
四 肢 活 动 良 好 ， 双 下 肢 无 浮 肿 。	B-BodyPart I-BodyPart O O O O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O
神 经 系 统 检 查 无 异 常 。	O O O O O O O O O O
复 查 血 常 规 示 ： 白 细 胞 数 9 . 9 7 * 1 0 ^ 9 / L ， 中 性 粒 细 胞 百 分 比 2 6 . 1 0 % ， 淋 巴 细 胞 百 分 比 6 7 . 2 0 % ， 淋 巴 细 胞 绝 对 值 6 . 7 0 * 1 0 ^ 9 / L ， 血 红 蛋 白 1 3 2 . 0 g / L ， 血 小 板 数 2 6 9 * 1 0 ^ 9 / L 。	O O B-Examine I-Examine I-Examine O O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O
C - 反 应 蛋 白 0 . 5 0 m g / L 。	B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O
患 儿 病 情 好 转 ， 准 予 出 院 。	O O O O O O O O O O O O
患 者 无 头 痛 头 晕 ， 无 咳 嗽 咳 痰 ， 左 侧 肢 体 麻 木 无 力 减 轻 ， 查 体 ： B p 1 3 0 / 8 0 m m H g , 心 率 7 2 次 / 分 ， 律 齐 无 杂 音 ， 肺 腹 未 见 明 显 异 常 ， 左 侧 上 下 肢 肌 力 Ⅴ 级 ， 肌 张 力 正 常 ， 双 侧 巴 氏 征 阴 性 。	O O O B-Symptom I-Symptom B-Symptom I-Symptom O O B-Symptom I-Symptom O B-BodyPart O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom B-Symptom I-Symptom O O O B-Examine I-Examine O B-Examine I-Examine O O O O O O O O O O O B-Examine I-Examine O O O O O O B-Symptom I-Symptom O B-Examine I-Examine O B-BodyPart I-BodyPart O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine O O O B-Examine I-Examine I-Examine O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O O
患 儿 入 院 第 7 天 ， 偶 有 咳 嗽 ， 无 腹 胀 、 腹 泻 。	O O O O O O O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom O B-Symptom I-Symptom O
无 发 热 ， 食 欲 、 睡 眠 尚 可 ， 二 便 正 常 。	O B-Symptom I-Symptom O O O O O O O O O B-BodyPart I-BodyPart O O O
查 体 ： T :	B-Examine I-Examine O B-Examine O
3 6 . 5 ℃ ， 神 志 清 楚 ， 精 神 尚 可 ， 面 色 红 润 ， 呼 吸 均 匀 。	O O O O O O O O O O O O O O O O O O O O O O O O O O
口 唇 无 发 绀 ， 口 腔 黏 膜 光 滑 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O
咽 部 无 浮 肿 ， 咽 峡 部 无 疱 疹 ， 双 扁 桃 体 无 肿 大 ， 咽 后 壁 光 滑 ， 未 见 脓 苔 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O O O O O B-Symptom I-Symptom O
颈 软 ， 气 管 居 中 ， 双 肺 叩 诊 清 音 ； 双 肺 呼 吸 音 略 粗 ， 未 闻 及 干 湿 性 啰 音 ， 无 胸 膜 摩 擦 音 。	O O O B-BodyPart I-BodyPart O O O B-BodyPart I-BodyPart O O B-Examine I-Examine O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O
心 界 不 大 ； 心 率 9 8 次 / 分 ， 律 齐 ， 各 瓣 膜 听 诊 区 未 闻 及 病 理 性 杂 音 。	O O O O O B-Examine I-Examine O O O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Examine I-Examine I-Examine I-Examine I-Examine O
腹 部 柔 软 ， 无 压 痛 ， 肝 脾 未 触 及 肿 大 ， 腹 部 叩 诊 鼓 音 ， 肠 鸣 音 正 常 存 在 。	B-BodyPart I-BodyPart O O O O B-Examine I-Examine O B-BodyPart B-BodyPart O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart O O B-Examine I-Examine O B-Examine I-Examine I-Examine O O O O O
四 肢 活 动 良 好 ， 双 下 肢 无 浮 肿 。	B-BodyPart I-BodyPart O O O O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O
神 经 系 统 检 查 无 异 常 。	O O O O O O O O O O
患 儿 病 情 好 转 ， 准 予 出 院 。	O O O O O O O O O O O O
患 者 精 神 状 况 可 ， 无 发 热 ， 诉 上 唇 疼 痛 减 轻 明 显 ， 睡 眠 可 ， 饮 食 及 二 便 正 常 。	O O O O O O O O O B-Symptom I-Symptom O O B-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O B-BodyPart I-BodyPart O O O
查 ： 肺 心 腹 未 见 异 常 。	O O B-BodyPart I-BodyPart I-BodyPart O O O O O
头 颅 无 畸 形 ， 双 侧 瞳 孔 正 大 等 圆 对 光 反 射 灵 敏 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom B-Examine I-Examine I-Examine I-Examine O O O
右 颧 部 肿 胀 已 消 退 、 压 痛 ， 挫 伤 部 分 结 痂 脱 落 。	B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O B-Examine I-Examine O O O O O O O O O O
鼻 背 部 挫 伤 部 分 结 痂 脱 落 ， 右 上 唇 肿 胀 略 消 退 明 显 ， 压 痛 ， 挫 伤 部 分 结 痂 。	B-BodyPart I-BodyPart I-BodyPart O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O B-Examine I-Examine O O O O O O O O
右 手 内 侧 无 菌 绷 带 固 定 良 好 ， 无 渗 出 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O B-Symptom I-Symptom O
手 指 感 觉 运 动 正 常 。	B-BodyPart I-BodyPart O O O O O O O
神 经 系 统 查 体 未 见 异 常 。	O O O O B-Examine I-Examine O O O O O
患 者 及 家 属 要 求 今 日 出 院 。	O O O O O O O O O O O O
患 者 通 过 综 合 治 疗 ， 腰 部 及 双 下 肢 疼 痛 症 状 基 本 消 失 ， 活 动 基 本 正 常 ， 活 动 后 未 出 现 腰 部 及 双 下 肢 疼 痛 症 状 。	O O O O O O O O O B-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O
查 体 ： B P : 1 2 0 / 8 0 m m H g ， 腰 部 活 动 范 围 可 ， L 3 - S 1 椎 体 棘 突 旁 腰 痛 消 失 ， 无 叩 击 痛 ， 无 放 射 性 疼 痛 ， 直 腿 抬 高 试 验 试 验 阴 性 ， 拾 物 试 验 阴 性 ， 四 字 试 验 阴 性 。	B-Examine I-Examine O B-Examine I-Examine O O O O O O O O O O O O B-BodyPart I-BodyPart O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O B-Examine I-Examine I-Examine O O O O O B-Symptom I-Symptom O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O B-Examine I-Examine I-Examine I-Examine O O O B-Examine I-Examine I-Examine I-Examine O O O
患 者 精 神 可 ， 诉 右 耳 听 力 较 前 好 转 。	O O O O O O O B-BodyPart I-BodyPart O O O O O O O
无 发 热 ， 二 便 正 常 。	O B-Symptom I-Symptom O B-BodyPart I-BodyPart O O O
查 ： 头 颅 无 畸 形 ， 头 皮 广 泛 触 痛 ， 右 颧 部 皮 肤 抓 伤 处 结 痂 部 分 脱 落 ， 双 侧 瞳 孔 正 大 等 圆 ， 对 光 反 射 灵 敏 。	O O B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart O O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O B-Examine I-Examine I-Examine I-Examine O O O
右 耳 廓 无 红 肿 ， 无 压 痛 。	B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O B-Examine I-Examine O
胸 廓 对 称 ， 未 见 皮 肤 红 肿 ， 右 上 胸 部 无 压 痛 。	B-BodyPart I-BodyPart B-Symptom I-Symptom O O O B-BodyPart I-BodyPart B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-Examine I-Examine O
双 肺 呼 吸 音 清 ， 未 闻 及 干 湿 性 啰 音 。	B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O
患 者 精 神 可 ， 睡 眠 可 ， 饮 食 可 ， 二 便 正 常 ， 自 诉 ： 头 痛 、 头 晕 好 转 ， 右 眼 疼 痛 好 转 ， 鼻 面 部 疼 痛 好 转 ， 颈 背 部 疼 痛 减 轻 ， 右 手 环 小 指 麻 木 减 轻 ， 查 体 ： 神 清 、 语 利 ， 双 侧 瞳 孔 正 大 等 圆 ， 对 光 反 射 灵 敏 ， 右 眼 部 肿 胀 好 转 ， 无 压 痛 ， 视 物 可 ， 鼻 部 肿 胀 减 轻 ， 压 痛 ， 右 面 皮 下 血 肿 面 积 减 小 ， 无 压 痛 ， 颈 部 后 侧 压 痛 ， 活 动 受 限 ， 背 部 压 痛 ， 右 手 小 指 痛 觉 减 退 ， 活 动 正 常 。	O O O O O O O O O O O O O O B-BodyPart I-BodyPart O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O B-BodyPart I-BodyPart B-Symptom I-Symptom O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O B-Examine I-Examine O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O B-Examine I-Examine I-Examine I-Examine O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O B-Examine I-Examine O O O O O B-BodyPart I-BodyPart B-Symptom I-Symptom O O O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine O O O O O O B-BodyPart I-BodyPart B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O
患 者 诉 左 眼 视 物 模 糊 ， 左 侧 阴 囊 胀 痛 ， 会 阴 部 胀 痛 不 适 ， 精 神 可 ， 饮 食 可 ， 睡 眠 欠 佳 。	O O O B-BodyPart I-BodyPart O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O O O O O O O
查 体 ： 一 般 情 况 可 ， 心 肺 腹 未 见 异 常 。	B-Examine I-Examine O O O O O O O B-BodyPart B-BodyPart B-BodyPart O O O O O
双 肾 区 无 隆 起 ， 双 侧 输 尿 管 走 行 区 无 压 痛 、 叩 击 痛 。	B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O B-Examine I-Examine O B-Examine I-Examine I-Examine O
阴 茎 发 育 正 常 ， 成 年 型 ， 尿 道 外 口 无 异 常 分 泌 物 。	B-BodyPart I-BodyPart O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O
左 侧 阴 囊 肿 胀 ， 触 压 痛 明 显 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Examine I-Examine I-Examine O O O
右 侧 阴 囊 及 双 侧 睾 丸 附 睾 未 见 异 常 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O
前 列 腺 指 诊 ： 前 列 腺 空 虚 ， 中 央 沟 变 浅 ， 触 压 痛 明 显 。	B-Examine I-Examine I-Examine I-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart O O O O O O O O O B-Examine I-Examine I-Examine O O O
患 者 未 诉 不 适 ， 精 神 饮 食 睡 眠 可 ， 大 小 便 正 常 。	O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart O O O
查 体 ： 一 般 情 况 可 ， 心 肺 腹 未 见 异 常 。	B-Examine I-Examine O O O O O O O B-BodyPart B-BodyPart B-BodyPart O O O O O
双 肾 区 无 隆 起 ， 输 尿 管 走 行 区 无 压 痛 ， 阴 茎 发 育 正 常 ， 成 年 型 ， 尿 道 外 口 无 异 常 分 泌 物 。	B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O O O O O O O B-Examine I-Examine O B-BodyPart I-BodyPart O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O
双 侧 睾 丸 、 侧 附 睾 未 见 异 常 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart O O O O O
患 儿 入 院 第 5 天 ， 偶 有 咳 嗽 ， 无 发 热 。	O O O O O O O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom O
食 欲 、 睡 眠 尚 可 ， 二 便 正 常 。	O O O O O O O O B-BodyPart I-BodyPart O O O
查 体 ： T :	B-Examine I-Examine O B-Examine O
3 6 . 4 ℃ ， 神 志 清 楚 ， 精 神 尚 可 ， 面 色 红 润 ， 呼 吸 均 匀 。	O O O O O O O O O O O O O O O O O O O O O O O O O O
口 唇 无 发 绀 ， 口 腔 黏 膜 光 滑 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O
咽 部 无 充 血 ， 咽 峡 部 无 疱 疹 ， 双 扁 桃 体 无 肿 大 ， 咽 后 壁 光 滑 ， 无 脓 苔 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O O O O B-Symptom I-Symptom O
颈 软 ， 气 管 居 中 ， 双 肺 叩 诊 清 音 ； 双 肺 呼 吸 音 略 粗 ， 未 闻 及 明 显 干 湿 性 啰 音 ， 无 胸 膜 摩 擦 音 。	O O O B-BodyPart I-BodyPart O O O B-BodyPart I-BodyPart O O B-Examine I-Examine O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O
心 界 不 大 ； 心 率 9 8 次 / 分 ， 律 齐 ， 各 瓣 膜 听 诊 区 未 闻 及 病 理 性 杂 音 。	O O O O O B-Examine I-Examine O O O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Examine I-Examine I-Examine I-Examine I-Examine O
腹 部 柔 软 ， 无 压 痛 ， 肝 脾 未 触 及 肿 大 ， 腹 部 叩 诊 鼓 音 ， 肠 鸣 音 正 常 存 在 。	B-BodyPart I-BodyPart O O O O B-Examine I-Examine O B-BodyPart B-BodyPart O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart O O B-Examine I-Examine O B-Examine I-Examine I-Examine O O O O O
四 肢 活 动 良 好 ， 双 下 肢 无 浮 肿 。	B-BodyPart I-BodyPart O O O O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O
神 经 系 统 检 查 无 异 常 。	O O O O O O O O O O
复 查 胸 片 示 ： 两 肺 纹 理 无 增 粗 、 增 多 ， 模 糊 ， 见 沿 肺 纹 理 分 布 斑 点 状 密 度 增 高 影 ， 边 缘 较 淡 且 模 糊 不 清 ， 病 灶 以 两 下 肺 明 显 。	O O B-Examine I-Examine O O B-BodyPart I-BodyPart O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart O O O
血 常 规 示 ： 白 细 胞 数 7 . 6 6 * 1 0 ^ 9 / L ， 中 性 粒 细 胞 百 分 比 4 1 . 6 0 % ， 淋 巴 细 胞 百 分 比 5 3 . 1 0 % ， 淋 巴 细 胞 绝 对 值 4 . 0 7 * 1 0 ^ 9 / L ， 血 红 蛋 白 1 2 6 . 0 g / L ， 血 小 板 数 3 3 6 * 1 0 ^ 9 / L 。	B-Examine I-Examine I-Examine O O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O
C - 反 应 蛋 白 1 . 1 9 m g / L 。	B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O
患 儿 病 情 好 转 ， 准 予 出 院 。	O O O O O O O O O O O O
患 者 精 神 可 ， 未 诉 不 适 ， 无 发 热 ， 无 恶 心 、 呕 吐 ， 无 腹 痛 、 腹 胀 ， 肛 门 已 排 气 、 排 便 。	O O O O O O O O O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom O B-Symptom I-Symptom O O B-Symptom I-Symptom O B-Symptom I-Symptom O B-BodyPart I-BodyPart O O O O O B-BodyPart O
查 ： 腹 平 坦 ， 未 见 肠 型 及 蠕 动 波 。	O O B-BodyPart O O O O O O O O O O O O
腹 软 ， 腹 部 无 压 痛 ， 无 反 跳 痛 及 肌 紧 张 ， 肝 脾 均 未 触 及 ， 双 肾 区 无 叩 击 痛 ， 移 动 性 浊 音 阴 性 ， 肠 鸣 音 正 常 （ 3 次 / 分 ） 。	B-BodyPart O O B-BodyPart I-BodyPart O B-Examine I-Examine O O B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine O B-BodyPart B-BodyPart O O O O O B-BodyPart I-BodyPart I-BodyPart O B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine I-Examine I-Examine O O O B-Examine I-Examine I-Examine O O O O O O O O O
今 日 患 儿 入 院 第 9 天 ： 偶 有 轻 咳 ， 无 发 热 ， 食 欲 、 睡 眠 尚 可 ， 二 便 正 常 。	O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O O O O O O O O B-BodyPart I-BodyPart O O O
查 体 ： T :	B-Examine I-Examine O B-Examine O
3 6 . 5 ℃ ， 神 志 清 楚 ， 精 神 尚 可 ， 面 色 红 润 ， 呼 吸 均 匀 。	O O O O O O O O O O O O O O O O O O O O O O O O O O
口 唇 无 发 绀 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O
咽 部 无 浮 肿 ， 咽 峡 部 无 疱 疹 ， 双 扁 桃 体 无 肿 大 ， 咽 后 壁 光 滑 ， 无 脓 苔 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O O O O O O O
